Tipo de educaciOn,Turno,¿Comparte?,CategorIa,Primer nivel de educaciOn que ofrece,Ultimo nivel de educaciOn que ofrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,Con clases especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegidas,Profesores especiales,Ruee Calculado,Rule Calculado
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104081,2040075
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1104082,2040076
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104083,2040077
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104084,2040078
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104085,2040079
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,5,1104087,2040080
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104088,2040081
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104089,2040082
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104090,2040083
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,1,1104092,2040003
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104093,2040084
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,,NO,,0,0,NO,0,0,0,1104094,2040085
ESCUELA COMUN,RURAL (5 HORAS),SI,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104095,2040086
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104097,2040087
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1104099,2040089
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104100,2040090
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104102,2040091
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104103,2040092
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104104,2040093
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104105,2040094
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,2,1104107,2040095
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,1° AÑO ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104109,2040096
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104110,2040097
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104111,2040098
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1104112,2040099
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,SI,TIEMPO EXTENDIDO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,4,1104114,2040100
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1104116,2040102
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104117,2040103
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104118,2040104
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,SI,,1,5,SI,1,0,5,1104119,2040105
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104122,2040107
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1119123,0
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104125,2040109
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104126,2040110
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104127,2040111
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104129,2040113
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,9,1104132,2040116
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104133,2040117
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1104134,2040118
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,SI,,1,1,SI,0,0,3,1104135,2040119
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,SI,NO,SI,,1,0,SI,0,0,3,1104138,2040122
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,1,3,SI,1,0,5,1104144,2040127
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,6,1105001,2050001
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,0,NO,0,0,7,1105002,2050002
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,3,1105003,2050003
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,SI,SI,,0,0,NO,0,0,2,1105004,2050004
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,T.EXTENDIDO H. DE PRACTICA,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,4,NO,1,0,10,1105005,2050005
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,DE PRACTICA,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,2,NO,0,0,3,1105006,2050006
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,NO,SI,NO,SI,,1,2,NO,0,0,1,1105007,2050007
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,NO,SI,NO,NO,,0,1,NO,1,0,1,1105008,2050008
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1105009,2050009
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,3,NO,0,0,3,1105010,2050010
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,2,0,4,1105011,2050011
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105012,2050012
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105013,2050013
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105014,2050014
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105015,2050015
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105016,2050016
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105017,2050017
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105018,2050018
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105019,2050019
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105020,2050020
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105021,2050021
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105022,2050022
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105023,2050023
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105025,2050024
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,NO,SI,NO,SI,,0,0,NO,0,0,1,1105026,2050025
ESCUELA COMUN,RURAL (5 HORAS),SI,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105027,2050026
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105028,2050027
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105029,2050028
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105030,2050029
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105031,2050030
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,2,NO,1,0,2,1105032,2050031
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105033,2050032
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105034,2050033
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105035,2050034
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,1,1105036,2050035
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,9,NO,0,0,2,1105037,2050036
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,2,NO,0,0,2,1105038,2050037
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,SI,NO,,0,2,NO,1,0,4,1105039,2050038
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,0,0,NO,0,0,5,1105040,2050039
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105041,2050040
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105042,2050041
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105043,2050042
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105044,2050043
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105045,2050044
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,1,NO,0,0,1,1105046,2050045
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105047,2050046
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105048,2050047
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,6,NO,0,0,3,1105049,2050048
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105050,2050049
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,2,1105051,2050050
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105052,2050051
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105054,2050053
ESCUELA COMUN,VESPERTINO (4 HORAS),SI,COMUN,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,0,NO,0,0,0,1105055,2050054
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105056,2050055
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105057,2050056
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,,NO,,0,0,,0,0,0,1105058,2050057
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105060,2050059
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,0,1105061,2050060
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105062,2050061
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105063,2050062
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105064,2050063
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105065,2050064
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105066,2050065
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105068,2050066
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105069,2050067
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105070,2050068
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105071,2050069
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105073,2050071
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105074,2050072
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105075,2050073
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1117077,2170071
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105078,2050076
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105079,2050077
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105080,2050078
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105081,2050079
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,4,NO,1,0,6,1105082,2050080
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105083,2050081
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105084,2050082
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105085,2050083
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105086,2050084
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105087,2050085
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105088,2050086
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105089,2050087
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,NO,SI,NO,NO,,0,1,NO,0,0,4,1105090,2050088
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,APRENDER,4 AÑOS,6° AÑO ,SI,SI,NO,SI,,0,0,SI,0,0,1,1105091,2050089
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,HABILITADA DE PRACTICA,4 AÑOS,6° AÑO ,SI,NO,NO,SI,,1,4,NO,0,0,3,1105092,2050090
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,7,NO,0,0,1,1105093,2050091
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,NO,NO,NO,NO,,0,0,NO,0,0,0,1105094,2050092
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105095,2050093
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,1,1105096,2050094
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105097,2050095
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,3,1105098,2050096
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105099,2050097
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,NO,NO,SI,,0,1,NO,0,0,3,1105100,2050098
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105103,2050099
ESCUELA COMUN,VESPERTINO (4 HORAS),NO,COMUN,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105104,2050100
ESCUELA COMUN,TIEMPO COMPLETO (7 HORAS Y MEDIA),NO,DE TIEMPO COMPLETO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,3,NO,0,0,5,1105105,2050101
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105106,2050102
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105109,2050104
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105110,2050105
ESCUELA COMUN,EXTENDIDO (7 HORAS) ,NO,TIEMPO EXTENDIDO,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,1,NO,0,0,6,1105111,2050106
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105112,2050107
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,3 AÑOS ,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105113,2050108
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,COMUN,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,SI,0,0,1,1105114,2050109
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105116,2050111
ESCUELA COMUN,DOBLE TURNO (UN TURNO MATUTINO Y UNO VESPERTINO),NO,APRENDER,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,SI,0,0,1,1105117,2050112
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105118,2050113
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,3 AÑOS ,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105119,2050114
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,SI,NO,NO,,0,0,NO,0,0,0,1105120,2050115
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105121,2050116
ESCUELA COMUN,RURAL (5 HORAS),NO,CON MAESTRO A CARGO,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105122,2050117
ESCUELA COMUN,RURAL (5 HORAS),NO,RURAL,4 AÑOS,6° AÑO ,SI,NO,NO,NO,,0,0,NO,0,0,0,1105123,2050118
